ensemble,seed,i,j,r_angstrom,is_edge_sharing,is_corner_sharing,f_OO_local,t_eV,kept_t_gt_tmin
G_good,2903014,36,47,3.405599,0,1,0.00092,0.90617,1
G_good,2903014,36,48,3.988686,1,0,0.001612,0.370457,1
G_good,2903014,37,38,3.608295,0,1,0.0,0.627993,1
G_good,2903014,37,50,4.041329,1,0,0.0,0.337731,0
G_good,2903014,38,50,3.033181,0,1,4.6e-05,1.786655,1
G_good,2903014,39,49,3.856614,0,1,0.0,0.39983,1
G_good,2903014,39,50,3.383155,0,1,0.0,0.945653,1
G_good,2903014,40,49,3.982819,1,0,0.0,0.375639,1
G_good,2903014,41,44,3.062962,1,0,0.000976,1.99649,1
G_good,2903014,42,56,3.687584,1,0,0.002397,0.639461,1
G_good,2903014,45,50,3.926942,0,1,0.000506,0.351482,1
G_good,2903014,47,49,3.505938,1,0,0.000295,0.893457,1
G_good,2903014,51,52,3.574919,1,0,0.0,0.788605,1
G_good,2903014,51,60,4.103442,1,0,0.001747,0.300612,0
G_good,2903014,55,58,3.00259,1,0,0.0,2.232471,1
G_good,2903014,57,62,3.432285,1,0,0.0,1.022086,1
G_good,2903015,0,21,2.916147,1,0,0.0,2.612426,1
G_good,2903015,1,23,3.519267,0,1,0.0,0.738335,1
G_good,2903015,1,56,3.337222,0,1,0.0,1.028018,1
G_good,2903015,2,32,3.585895,1,0,0.000118,0.772841,1
G_good,2903015,2,52,3.381992,1,0,0.001148,1.117387,1
G_good,2903015,2,54,3.336301,1,0,0.0,1.216968,1
G_good,2903015,3,11,3.750466,0,1,0.001687,0.483312,1
G_good,2903015,3,22,3.627346,0,1,0.0,0.606613,1
G_good,2903015,3,35,4.119561,0,1,0.001772,0.247006,0
G_good,2903015,3,39,3.67643,1,0,0.000799,0.654652,1
G_good,2903015,4,49,3.565634,0,1,0.0,0.678643,1
G_good,2903015,4,61,3.153411,0,1,0.002413,1.429049,1
G_good,2903015,5,34,3.518003,0,1,0.0,0.740034,1
G_good,2903015,5,36,3.704293,0,1,0.001467,0.52587,1
G_good,2903015,5,51,3.359632,1,0,0.0,1.166424,1
G_good,2903015,6,55,3.448868,0,1,0.002594,0.834814,1
G_good,2903015,7,9,2.918543,0,1,0.00282,2.188524,1
G_good,2903015,7,42,3.677011,0,1,0.001941,0.552089,1
G_good,2903015,9,42,3.628928,1,0,0.000984,0.713442,1
G_good,2903015,9,56,3.696849,0,1,0.000622,0.533937,1
G_good,2903015,11,37,3.804112,0,1,0.0,0.439879,1
G_good,2903015,11,39,3.397461,0,1,5.9e-05,0.921264,1
G_good,2903015,12,30,3.857121,0,1,0.00117,0.398528,1
G_good,2903015,12,40,3.033614,0,1,0.000252,1.784511,1
G_good,2903015,12,46,3.411798,1,0,0.0,1.060875,1
G_good,2903015,13,14,3.836868,0,1,0.001875,0.412894,1
G_good,2903015,13,16,2.924904,0,1,0.0,2.175595,1
G_good,2903015,13,60,3.844273,0,1,0.000676,0.40835,1
G_good,2903015,14,30,3.069235,1,0,0.000704,1.974925,1
G_good,2903015,14,60,2.87559,1,0,0.0,2.812346,1
G_good,2903015,15,51,4.105618,0,1,0.000231,0.254129,0
G_good,2903015,15,55,3.45071,1,0,0.0,0.988414,1
G_good,2903015,16,27,3.122545,1,0,0.0,1.795008,1
G_good,2903015,16,60,3.529776,1,0,0.0,0.856063,1
G_good,2903015,17,20,3.021452,1,0,0.001563,2.150473,1
G_good,2903015,17,50,3.811497,1,0,0.0,0.512923,1
G_good,2903015,19,29,3.188121,1,0,0.000556,1.591485,1
G_good,2903015,19,40,3.248356,0,1,0.0,1.208292,1
G_good,2903015,19,41,3.662147,0,1,0.0,0.569419,1
G_good,2903015,19,62,3.719718,0,1,0.0,0.512828,1
G_good,2903015,20,48,3.939501,0,1,0.0,0.343895,0
G_good,2903015,22,39,3.740711,0,1,0.002181,0.491475,1
G_good,2903015,24,33,3.956069,0,1,0.001387,0.332766,0
G_good,2903015,24,35,4.015407,0,1,0.002189,0.298255,0
G_good,2903015,24,47,3.699541,1,0,0.0,0.628718,1
G_good,2903015,24,48,3.899031,0,1,0.0,0.370154,1
G_good,2903015,24,51,3.350904,0,1,0.0,1.00276,1
G_good,2903015,24,62,3.194567,1,0,0.0,1.574692,1
G_good,2903015,25,40,3.688398,1,0,0.0,0.641584,1
G_good,2903015,25,58,4.103771,1,0,0.0,0.301484,0
G_good,2903015,26,27,4.133852,0,1,0.0,0.241525,0
G_good,2903015,26,46,3.003592,0,1,0.000385,1.884123,1
G_good,2903015,27,38,4.009159,1,0,0.0,0.358074,1
G_good,2903015,27,63,3.607409,0,1,0.0,0.629005,1
G_good,2903015,28,56,3.00668,1,0,0.000697,2.212844,1
G_good,2903015,29,47,3.590536,1,0,0.0,0.766529,1
G_good,2903015,29,62,2.946003,0,1,0.0,2.093717,1
G_good,2903015,30,40,3.873795,0,1,0.001227,0.386584,1
G_good,2903015,31,33,4.076847,0,1,0.0,0.267901,0
G_good,2903015,32,63,3.471052,0,1,0.002502,0.801959,1
G_good,2903015,33,47,3.703849,0,1,0.003739,0.523908,1
G_good,2903015,33,51,4.123593,0,1,0.0,0.246072,0
G_good,2903015,33,54,3.385813,1,0,0.000613,1.110839,1
G_good,2903015,33,58,3.289702,0,1,0.0,1.120789,1
G_good,2903015,34,50,3.665263,0,1,0.000657,0.565459,1
G_good,2903015,35,37,4.073503,1,0,0.0,0.318541,0
G_good,2903015,35,41,3.646712,1,0,0.0,0.692103,1
G_good,2903015,35,48,3.95472,0,1,0.0,0.33451,0
G_good,2903015,35,57,3.120389,0,1,0.0,1.524818,1
G_good,2903015,36,45,3.530405,0,1,0.0,0.723534,1
G_good,2903015,36,57,3.983047,0,1,0.000151,0.317621,0
G_good,2903015,37,38,3.452814,0,1,0.0,0.833156,1
G_good,2903015,37,41,3.457619,1,0,0.0,0.976075,1
G_good,2903015,37,62,3.725744,0,1,0.0,0.507241,1
G_good,2903015,38,59,3.203204,0,1,0.0,1.311673,1
G_good,2903015,41,57,3.769563,0,1,0.0,0.468396,1
G_good,2903015,41,62,4.199202,1,0,0.0,0.25346,0
G_good,2903015,42,61,3.441957,0,1,0.0,0.849767,1
G_good,2903015,43,44,2.862152,1,0,0.001897,2.870988,1
G_good,2903015,43,59,4.176423,1,0,0.002348,0.26294,0
G_good,2903015,44,59,3.079495,0,1,0.0,1.642516,1
G_good,2903015,45,57,4.056414,0,1,0.00168,0.277108,0
G_good,2903015,47,51,3.32273,1,0,0.000111,1.247091,1
G_good,2903015,47,62,3.416182,0,1,0.0,0.890538,1
G_good,2903015,52,54,3.915157,1,0,0.0,0.424814,1
G_good,2903015,54,60,3.988143,0,1,0.0,0.314787,0
G_good,2903015,56,61,4.029464,0,1,0.003342,0.290059,0
G_good,2903016,0,19,3.763138,0,1,0.001801,0.472196,1
G_good,2903016,1,35,3.761501,1,0,0.00356,0.557747,1
G_good,2903016,2,43,3.011777,0,1,0.000357,1.856397,1
G_good,2903016,2,50,2.999151,0,1,0.0,1.900865,1
G_good,2903016,3,5,3.988731,0,1,0.0,0.314451,0
G_good,2903016,3,15,4.133852,0,1,0.0,0.241525,0
G_good,2903016,3,27,3.587012,0,1,0.0,0.652771,1
G_good,2903016,3,36,2.882621,1,0,0.0,2.77662,1
G_good,2903016,4,32,4.035464,0,1,0.0,0.288836,0
G_good,2903016,4,44,4.147295,1,0,0.000828,0.278085,0
G_good,2903016,4,57,2.967097,0,1,0.0,2.014939,1
G_good,2903016,5,27,3.407184,0,1,0.001571,0.902387,1
G_good,2903016,6,53,3.594106,0,1,0.000333,0.643976,1
G_good,2903016,7,14,3.916954,0,1,0.001109,0.357492,1
G_good,2903016,7,41,3.104208,0,1,4.1e-05,1.570216,1
G_good,2903016,7,49,3.39352,1,0,0.002561,1.091122,1
G_good,2903016,7,53,3.192432,1,0,0.002216,1.573828,1
G_good,2903016,8,13,4.113874,0,1,0.0,0.250459,0
G_good,2903016,8,29,2.933258,0,1,0.0,2.1428,1
G_good,2903016,8,54,2.962644,0,1,0.0,2.031317,1
G_good,2903016,9,24,3.149395,0,1,0.002291,1.439873,1
G_good,2903016,9,43,4.144347,0,1,0.0,0.236959,0
G_good,2903016,9,46,3.046257,0,1,0.000355,1.743596,1
G_good,2903016,10,21,3.981229,1,0,0.000403,0.376424,1
G_good,2903016,10,38,3.652632,1,0,0.0,0.684693,1
G_good,2903016,10,53,3.092545,1,0,0.0,1.895636,1
G_good,2903016,11,17,3.440616,1,0,0.0,1.006722,1
G_good,2903016,11,23,3.201858,1,0,0.0,1.553957,1
G_good,2903016,11,50,3.460361,0,1,0.0,0.821802,1
G_good,2903016,12,48,4.076522,0,1,0.002851,0.266535,0
G_good,2903016,13,47,2.888082,0,1,0.002147,2.316274,1
G_good,2903016,13,54,3.935903,1,0,0.0,0.409089,1
G_good,2903016,15,31,3.325107,1,0,0.003085,1.234351,1
G_good,2903016,15,52,3.950625,1,0,0.002373,0.396398,1
G_good,2903016,17,42,4.127921,0,1,0.003211,0.24258,0
G_good,2903016,17,43,4.116224,0,1,0.000589,0.249098,0
G_good,2903016,18,49,3.287327,1,0,0.002894,1.322624,1
G_good,2903016,18,52,3.003907,1,0,0.000883,2.223206,1
G_good,2903016,19,23,3.142732,0,1,0.0,1.464117,1
G_good,2903016,20,24,3.503042,0,1,0.002346,0.75688,1
G_good,2903016,20,46,3.560578,0,1,0.000487,0.684243,1
G_good,2903016,20,61,3.823749,0,1,0.00124,0.423399,1
G_good,2903016,21,27,3.671004,0,1,0.0,0.560323,1
G_good,2903016,21,60,3.639579,0,1,0.0,0.593269,1
G_good,2903016,22,35,3.81292,1,0,0.0,0.511597,1
G_good,2903016,22,42,4.136796,0,1,0.0,0.240235,0
G_good,2903016,22,58,3.064391,1,0,0.0,1.995198,1
G_good,2903016,23,25,3.139111,0,1,0.000936,1.471031,1
G_good,2903016,24,46,3.844388,0,1,0.000546,0.408371,1
G_good,2903016,24,47,3.22487,0,1,0.0,1.261006,1
G_good,2903016,24,61,3.630946,0,1,0.001196,0.601216,1
G_good,2903016,25,54,3.750973,1,0,0.000229,0.572328,1
G_good,2903016,26,44,4.130715,0,1,0.0,0.242906,0
G_good,2903016,27,36,3.888644,0,1,0.0,0.377211,1
G_good,2903016,27,60,3.699472,1,0,0.000504,0.628162,1
G_good,2903016,28,41,3.866735,1,0,0.0,0.46391,1
G_good,2903016,28,55,3.067311,0,1,0.003265,1.668375,1
G_good,2903016,30,33,3.037538,0,1,0.0,1.772716,1
G_good,2903016,30,42,4.166509,0,1,0.0,0.227601,0
G_good,2903016,32,35,3.770216,1,0,0.0,0.552902,1
G_good,2903016,32,40,3.23095,0,1,0.0,1.247144,1
G_good,2903016,32,57,3.458932,1,0,0.00048,0.972813,1
G_good,2903016,32,59,3.738268,1,0,0.0,0.58597,1
G_good,2903016,34,36,3.129594,0,1,0.0,1.499511,1
G_good,2903016,35,40,3.186098,0,1,7.7e-05,1.3529,1
G_good,2903016,36,39,3.618774,1,0,0.000227,0.727838,1
G_good,2903016,37,60,3.673378,0,1,0.003282,0.554259,1
G_good,2903016,38,51,2.878238,0,1,0.00102,2.363421,1
G_good,2903016,38,53,3.467831,0,1,0.000435,0.810011,1
G_good,2903016,38,62,3.271415,1,0,0.00098,1.366669,1
G_good,2903016,39,40,3.773144,1,0,0.004488,0.545053,1
G_good,2903016,40,49,3.686104,0,1,0.0,0.545148,1
G_good,2903016,41,53,3.954156,1,0,0.0,0.395735,1
G_good,2903016,41,59,4.159595,0,1,0.001001,0.230019,0
G_good,2903016,41,63,3.97705,1,0,0.001678,0.378329,1
G_good,2903016,43,46,3.764935,0,1,0.000497,0.471885,1
G_good,2903016,43,50,3.95297,1,0,0.001202,0.395637,1
G_good,2903016,43,59,3.070149,1,0,0.005021,1.954695,1
G_good,2903016,44,50,4.157631,0,1,0.003225,0.229817,0
G_good,2903016,44,56,3.726319,0,1,0.002221,0.504465,1
G_good,2903016,46,57,4.194529,0,1,0.00024,0.216192,0
G_good,2903016,46,59,3.964776,0,1,0.0,0.328449,0
G_good,2903016,46,62,4.082582,0,1,0.001074,0.264553,0
G_good,2903016,51,57,2.916415,0,1,0.0,2.209436,1
G_good,2903016,51,61,3.556217,0,1,0.002793,0.686517,1
G_good,2903016,51,62,2.90751,0,1,0.002143,2.235896,1
G_good,2903016,57,59,3.924426,1,0,0.002011,0.416039,1
G_good,2903016,58,63,4.161979,0,1,0.0,0.229484,0
G_good,2903016,61,62,4.027472,1,0,0.0,0.346348,0
G_good,2903017,0,34,2.987295,1,0,0.0,2.295428,1
G_good,2903017,1,5,2.918977,0,1,0.0,2.199167,1
G_good,2903017,1,14,3.14006,0,1,0.000571,1.469567,1
G_good,2903017,2,14,3.955137,0,1,0.003676,0.331808,0
G_good,2903017,2,29,2.98283,0,1,0.0,1.958117,1
G_good,2903017,2,30,3.72094,0,1,0.0,0.51169,1
G_good,2903017,2,44,3.748751,0,1,0.001277,0.485219,1
G_good,2903017,3,15,4.037516,1,0,0.0,0.34008,0
G_good,2903017,3,17,3.0223,1,0,0.001707,2.146542,1
G_good,2903017,3,18,2.928231,0,1,0.0,2.162476,1
G_good,2903017,3,33,3.598462,0,1,0.001346,0.637603,1
G_good,2903017,4,9,3.398708,1,0,0.0,1.086427,1
G_good,2903017,4,24,3.60312,0,1,0.002127,0.631239,1
G_good,2903017,4,47,3.129718,0,1,0.0,1.499173,1
G_good,2903017,5,8,3.782828,0,1,0.0,0.457234,1
G_good,2903017,6,56,3.323357,0,1,0.000553,1.053098,1
G_good,2903017,7,51,3.372385,0,1,0.0,0.964353,1
G_good,2903017,8,22,3.105366,1,0,0.0,1.851961,1
G_good,2903017,8,53,2.991913,0,1,0.0,1.926045,1
G_good,2903017,9,13,3.710599,1,0,0.0,0.616203,1
G_good,2903017,9,39,4.095457,0,1,0.0,0.258988,0
G_good,2903017,9,57,3.108778,0,1,0.001539,1.552566,1
G_good,2903017,10,26,3.992778,0,1,0.0,0.312146,0
G_good,2903017,10,28,3.670419,0,1,0.0,0.560919,1
G_good,2903017,10,62,3.946333,0,1,0.000423,0.339362,0
G_good,2903017,11,20,3.589994,0,1,0.000238,0.648931,1
G_good,2903017,11,35,3.804979,0,1,0.002486,0.437007,1
G_good,2903017,12,36,3.544948,1,0,0.0,0.832772,1
G_good,2903017,12,49,2.941888,1,0,0.0,2.492975,1
G_good,2903017,12,51,3.12901,1,0,0.001789,1.767699,1
G_good,2903017,12,57,2.86879,0,1,0.000592,2.406433,1
G_good,2903017,13,39,4.166135,0,1,0.0,0.227756,0
G_good,2903017,13,47,4.129991,0,1,0.002711,0.241911,0
G_good,2903017,14,38,3.075123,0,1,0.0,1.655624,1
G_good,2903017,14,48,3.532104,1,0,0.0,0.852448,1
G_good,2903017,15,24,4.029898,0,1,0.0,0.291774,0
G_good,2903017,15,32,3.902127,0,1,0.001089,0.367275,1
G_good,2903017,17,32,3.020883,1,0,0.002024,2.15072,1
G_good,2903017,17,60,4.157882,0,1,0.0,0.231199,0
G_good,2903017,18,24,3.857892,0,1,0.003604,0.396038,1
G_good,2903017,19,31,3.223709,0,1,0.0,1.263672,1
G_good,2903017,19,59,3.601146,1,0,0.00135,0.749857,1
G_good,2903017,20,33,3.751017,0,1,0.0,0.48446,1
G_good,2903017,21,26,3.839269,0,1,0.000954,0.411853,1
G_good,2903017,21,42,2.986121,0,1,0.0,1.946435,1
G_good,2903017,21,46,2.959105,1,0,0.0,2.416146,1
G_good,2903017,21,51,3.966431,1,0,0.0,0.387001,1
G_good,2903017,22,44,2.961377,0,1,0.000639,2.0334,1
G_good,2903017,22,53,3.006682,1,0,0.0,2.215923,1
G_good,2903017,23,43,3.682238,1,0,0.001311,0.647113,1
G_good,2903017,25,35,3.684637,1,0,0.000398,0.645473,1
G_good,2903017,25,45,3.540032,1,0,0.004235,0.833161,1
G_good,2903017,26,28,3.925414,0,1,0.002649,0.350953,1
G_good,2903017,26,40,3.141568,1,0,0.0,1.733986,1
G_good,2903017,26,42,3.298721,0,1,0.0,1.102561,1
G_good,2903017,27,52,2.930592,1,0,0.0,2.544707,1
G_good,2903017,28,56,3.849386,0,1,0.0,0.405119,1
G_good,2903017,29,30,3.237639,0,1,0.000746,1.23023,1
G_good,2903017,30,49,3.171549,0,1,0.0,1.38938,1
G_good,2903017,31,33,4.089564,1,0,0.0,0.309373,0
G_good,2903017,32,34,4.041454,1,0,0.001248,0.336812,0
G_good,2903017,32,50,3.707167,0,1,0.0,0.524666,1
G_good,2903017,32,60,3.256358,0,1,0.0,1.190839,1
G_good,2903017,33,55,3.605086,0,1,0.000757,0.630711,1
G_good,2903017,36,54,3.95253,0,1,0.000777,0.335323,0
G_good,2903017,36,57,2.926258,0,1,0.0,2.170246,1
G_good,2903017,37,61,3.074958,0,1,0.0,1.65612,1
G_good,2903017,38,48,3.122984,0,1,0.000225,1.516959,1
G_good,2903017,38,54,3.450128,0,1,0.0,0.837236,1
G_good,2903017,39,63,3.07207,0,1,0.0,1.664838,1
G_good,2903017,40,42,3.754077,0,1,0.0,0.481772,1
G_good,2903017,40,61,3.130035,0,1,0.0,1.498309,1
G_good,2903017,41,46,4.085439,1,0,0.003998,0.30922,0
G_good,2903017,41,60,3.731902,1,0,0.001051,0.591547,1
G_good,2903017,42,46,3.913583,0,1,0.0,0.360488,1
G_good,2903017,42,54,3.297959,1,0,0.0,1.304833,1
G_good,2903017,43,52,4.131306,0,1,0.0,0.242645,0
G_good,2903017,45,47,3.28587,1,0,0.0,1.333831,1
G_good,2903017,46,51,3.148437,0,1,0.001636,1.444274,1
G_good,2903017,49,52,4.151921,0,1,0.000826,0.233333,0
G_good,2903017,49,57,4.156358,0,1,0.0,0.231841,0
G_good,2903017,50,59,3.502775,1,0,0.001365,0.896688,1
G_good,2903018,0,33,3.449424,0,1,0.0,0.838307,1
G_good,2903018,1,7,3.747128,0,1,0.001975,0.485974,1
G_good,2903018,1,19,3.666659,1,0,0.000199,0.667186,1
G_good,2903018,1,22,3.283445,1,0,0.0,1.339726,1
G_good,2903018,2,21,3.580031,1,0,0.0,0.78131,1
G_good,2903018,2,31,3.773089,0,1,0.000473,0.464963,1
G_good,2903018,2,35,3.326558,0,1,0.0,1.048147,1
G_good,2903018,3,39,3.081627,0,1,0.000584,1.634249,1
G_good,2903018,4,17,3.727515,1,0,0.0,0.597539,1
G_good,2903018,4,32,3.073667,0,1,0.002396,1.652075,1
G_good,2903018,5,50,3.357732,1,0,0.002858,1.163788,1
G_good,2903018,5,63,3.600281,1,0,0.0,0.753067,1
G_good,2903018,6,34,3.051145,0,1,0.0,1.729398,1
G_good,2903018,6,62,3.366768,0,1,0.000816,0.972662,1
G_good,2903018,7,38,3.021831,0,1,4.4e-05,1.823911,1
G_good,2903018,7,53,3.243709,0,1,0.002647,1.212111,1
G_good,2903018,8,53,4.148276,0,1,0.000437,0.235068,0
G_good,2903018,8,57,3.56067,1,0,0.0,0.809304,1
G_good,2903018,9,25,3.350543,1,0,0.002246,1.180545,1
G_good,2903018,9,62,3.632483,0,1,0.003097,0.597262,1
G_good,2903018,11,36,3.359216,0,1,0.001347,0.985063,1
G_good,2903018,11,37,4.127745,0,1,0.0,0.244221,0
G_good,2903018,12,34,3.878257,1,0,0.0,0.454293,1
G_good,2903018,12,44,4.101325,1,0,0.0009,0.302283,0
G_good,2903018,13,27,4.077566,0,1,0.0,0.267551,0
G_good,2903018,13,28,3.53313,0,1,0.0,0.719958,1
G_good,2903018,13,49,3.936536,0,1,0.000704,0.345267,0
G_good,2903018,14,15,3.866863,0,1,0.000164,0.39232,1
G_good,2903018,14,58,3.877497,1,0,0.00163,0.453441,1
G_good,2903018,15,16,2.981105,0,1,5e-05,1.964072,1
G_good,2903018,15,59,3.936461,0,1,0.000463,0.345481,0
G_good,2903018,16,20,3.097476,0,1,0.000652,1.587614,1
G_good,2903018,16,46,4.122095,0,1,0.0,0.246743,0
G_good,2903018,17,36,3.848238,0,1,0.000757,0.405351,1
G_good,2903018,18,24,3.428164,0,1,0.0,0.871346,1
G_good,2903018,18,42,4.040359,0,1,0.001145,0.285622,0
G_good,2903018,18,45,3.865421,1,0,0.0,0.46502,1
G_good,2903018,19,60,3.77901,0,1,0.0,0.460419,1
G_good,2903018,19,63,4.004949,0,1,0.0,0.305314,0
G_good,2903018,20,40,4.153726,0,1,0.003104,0.231511,0
G_good,2903018,20,60,3.75514,0,1,0.0,0.480842,1
G_good,2903018,21,32,3.773147,0,1,0.0,0.465354,1
G_good,2903018,22,28,3.992623,0,1,0.0,0.312234,0
G_good,2903018,24,45,3.816985,0,1,0.0,0.429702,1
G_good,2903018,26,29,2.898854,0,1,0.0,2.281122,1
G_good,2903018,26,30,3.256457,0,1,0.000377,1.189728,1
G_good,2903018,27,57,3.072808,0,1,0.002003,1.655959,1
G_good,2903018,27,59,2.88276,0,1,0.002006,2.339451,1
G_good,2903018,28,31,3.540891,0,1,0.0,0.70987,1
G_good,2903018,28,43,2.897441,0,1,0.003789,2.269722,1
G_good,2903018,29,41,4.052112,1,0,0.001667,0.330071,0
G_good,2903018,29,61,3.234584,1,0,0.0,1.464191,1
G_good,2903018,31,51,3.649606,0,1,0.002201,0.579994,1
G_good,2903018,32,36,4.04211,0,1,0.0,0.285367,0
G_good,2903018,34,44,2.989657,1,0,0.000234,2.28452,1
G_good,2903018,34,58,3.688865,0,1,0.001578,0.54071,1
G_good,2903018,37,52,3.941902,0,1,0.002068,0.340984,0
G_good,2903018,38,53,3.628813,0,1,0.0,0.604997,1
G_good,2903018,38,56,3.987644,0,1,0.001417,0.314181,0
G_good,2903018,40,60,2.881318,1,0,0.002491,2.769379,1
G_good,2903018,41,49,3.569754,0,1,0.000227,0.673273,1
G_good,2903018,41,61,3.226822,0,1,0.0,1.256538,1
G_good,2903018,42,44,3.137671,1,0,0.000808,1.743497,1
G_good,2903018,42,58,3.761556,0,1,0.002652,0.47275,1
G_good,2903018,43,62,3.614519,0,1,0.0,0.620926,1
G_good,2903018,44,58,3.6636,0,1,0.0,0.567917,1
G_good,2903018,47,48,3.175832,1,0,0.002972,1.619603,1
G_good,2903018,49,61,3.890842,1,0,0.0,0.444016,1
G_good,2903018,51,55,4.053094,0,1,0.001873,0.278678,0
G_good,2903018,51,56,3.171761,1,0,0.0,1.641362,1
G_good,2903018,51,57,4.19454,0,1,0.0,0.216292,0
G_good,2903018,53,57,4.114986,0,1,0.001166,0.24937,0
G_good,2903018,55,56,3.843323,1,0,0.000356,0.48374,1
G_good,2903019,0,55,4.142029,0,1,0.0,0.23796,0
G_good,2903019,0,63,3.566659,0,1,0.0,0.677379,1
G_good,2903019,1,45,3.010908,1,0,0.00207,2.189878,1
G_good,2903019,1,54,3.450139,1,0,0.0,0.989441,1
G_good,2903019,2,6,2.871132,0,1,0.003495,2.38233,1
G_good,2903019,2,51,3.05061,0,1,0.0,1.731082,1
G_good,2903019,4,9,4.123401,0,1,0.001798,0.245274,0
G_good,2903019,4,11,3.107516,0,1,0.0,1.560929,1
G_good,2903019,4,17,4.056302,1,0,0.0,0.328661,0
G_good,2903019,5,32,3.277289,1,0,0.0,1.354805,1
G_good,2903019,5,43,3.325547,0,1,0.000824,1.048345,1
G_good,2903019,5,57,4.051741,0,1,0.00024,0.280278,0
G_good,2903019,6,36,4.03389,0,1,0.0,0.289664,0
G_good,2903019,6,38,3.660241,0,1,0.0,0.571396,1
G_good,2903019,7,40,3.914843,1,0,0.0,0.425057,1
G_good,2903019,7,59,3.595532,0,1,0.000135,0.642562,1
G_good,2903019,8,13,3.922603,0,1,0.000227,0.354464,1
G_good,2903019,8,24,3.843591,0,1,0.001021,0.408575,1
G_good,2903019,8,53,3.290682,1,0,0.0,1.322212,1
G_good,2903019,8,55,3.196476,0,1,0.0,1.327817,1
G_good,2903019,8,63,3.933406,0,1,0.0,0.347727,0
G_good,2903019,9,18,3.729852,0,1,0.0,0.503466,1
G_good,2903019,9,39,3.133653,0,1,0.0,1.488485,1
G_good,2903019,9,53,3.589213,1,0,0.000875,0.767032,1
G_good,2903019,10,25,3.348195,1,0,0.002494,1.185008,1
G_good,2903019,10,48,3.853758,1,0,0.0,0.474987,1
G_good,2903019,10,55,4.196174,1,0,0.000463,0.254623,0
G_good,2903019,11,29,4.046608,0,1,0.000249,0.282902,0
G_good,2903019,12,15,3.740589,0,1,0.000183,0.493553,1
G_good,2903019,12,43,3.318168,1,0,0.000728,1.25593,1
G_good,2903019,12,59,2.887732,0,1,0.0,2.327717,1
G_good,2903019,13,53,3.130607,0,1,0.002349,1.489735,1
G_good,2903019,13,60,3.167787,0,1,0.001145,1.395716,1
G_good,2903019,14,31,3.051288,1,0,0.003173,2.030377,1
G_good,2903019,14,49,4.139328,0,1,0.0,0.239132,0
G_good,2903019,15,19,4.047845,0,1,0.00324,0.280582,0
G_good,2903019,15,46,4.032706,0,1,0.005754,0.286966,0
G_good,2903019,15,51,3.711228,0,1,0.0,0.520807,1
G_good,2903019,15,59,3.68488,0,1,0.0,0.546363,1
G_good,2903019,16,17,3.267793,0,1,0.0,1.166338,1
G_good,2903019,16,30,4.028837,0,1,0.001455,0.291488,0
G_good,2903019,16,33,3.72188,0,1,0.0,0.510817,1
G_good,2903019,17,26,3.958192,1,0,0.003544,0.390067,1
G_good,2903019,17,58,3.958645,0,1,0.002538,0.330449,0
G_good,2903019,18,24,4.159902,1,0,0.003136,0.270532,0
G_good,2903019,19,59,3.633385,1,0,0.0,0.709078,1
G_good,2903019,20,25,3.796938,0,1,0.0,0.445653,1
G_good,2903019,20,46,3.239225,1,0,0.003036,1.443099,1
G_good,2903019,20,48,3.450158,1,0,0.0,0.989406,1
G_good,2903019,20,49,3.360666,0,1,0.0,0.98512,1
G_good,2903019,21,41,3.647926,1,0,0.001616,0.688348,1
G_good,2903019,21,62,3.065842,1,0,0.0,1.989943,1
G_good,2903019,23,29,4.107991,1,0,0.0,0.29918,0
G_good,2903019,25,27,3.459108,1,0,0.0,0.973436,1
G_good,2903019,25,60,3.950308,1,0,0.0,0.398514,1
G_good,2903019,25,62,3.768442,0,1,5.1e-05,0.469304,1
G_good,2903019,27,42,3.534743,0,1,0.001759,0.715329,1
G_good,2903019,27,60,3.916417,1,0,0.0,0.423842,1
G_good,2903019,28,52,3.96395,1,0,0.001383,0.387677,1
G_good,2903019,29,39,2.904798,0,1,0.0,2.2566,1
G_good,2903019,29,42,4.071248,0,1,0.0,0.270642,0
G_good,2903019,30,44,3.171467,0,1,0.0,1.389586,1
G_good,2903019,31,32,4.151831,1,0,0.000254,0.276118,0
G_good,2903019,31,49,3.931177,0,1,0.0,0.34914,0
G_good,2903019,32,43,3.639927,0,1,0.0,0.592894,1
G_good,2903019,33,34,3.776578,1,0,0.001986,0.544378,1
G_good,2903019,33,51,3.301716,0,1,0.00344,1.089056,1
G_good,2903019,33,56,3.068332,0,1,0.000141,1.67572,1
G_good,2903019,33,58,2.850826,0,1,0.0,2.489271,1
G_good,2903019,34,58,3.169168,1,0,0.0,1.649119,1
G_good,2903019,35,57,3.430793,0,1,0.0,0.867192,1
G_good,2903019,36,37,3.808303,0,1,0.0,0.436539,1
G_good,2903019,36,47,3.860185,1,0,0.0,0.469469,1
G_good,2903019,37,47,2.963021,1,0,0.0,2.399003,1
G_good,2903019,38,39,3.887681,0,1,0.001092,0.377047,1
G_good,2903019,41,62,3.609907,0,1,0.000837,0.625108,1
G_good,2903019,42,63,3.997865,0,1,0.000256,0.309113,0
G_good,2903019,43,57,3.580231,0,1,0.0,0.660869,1
G_good,2903019,45,54,3.288076,0,1,0.001375,1.121021,1
G_good,2903019,46,49,3.845617,0,1,0.000172,0.407765,1
G_good,2903019,48,49,3.601876,1,0,0.000339,0.750376,1
