L,reservoir_id,alpha_kernel,alpha_tail_effective,reservoir_kind,sector,observable_kind,observable_status,affinity_mode,affinity_split,activity_mode,activity_bias,rho_left,rho_right,n_state,pi_resid,phi_resid,phi_gauge,coboundary_resid,a_mean,corrector_2hphi,two_C_explicit,two_C_residual,C_status,lambda_tilt_second,lambda_tilt_rel_spread,G_R,G_rel_spread,S_R,J0,FDT_residual_R2,status,verdict,density_delta,activity_A
6,tail_alpha_0.5_left_transport_current_reversible_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,0.05,0.49,0.51,64,6.99348534396532e-17,8.048557812398069e-16,1.942890293094024e-16,0.7071067811865476,4.149024308261313,2.2547278761339475,NA,-4.509366760968691,C_from_tilted_residual,1.89438542342657,2.1378456373824794e-06,0.9471706231366839,7.180148977179473e-07,2.000046641177548,0.07577445008322492,4.417715320226279e-05,ok,ROW_VALID,0.02,0.05
7,tail_alpha_0.5_left_transport_current_reversible_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,0.05,0.49,0.51,128,8.167759515743257e-17,8.599279590952263e-16,2.7755575615628914e-17,0.7071067811865476,4.5377759819911585,2.4805205863939435,NA,-4.960937967036733,C_from_tilted_residual,2.057358601348369,2.151171663784744e-06,1.0286536703503546,7.140208678939805e-07,2.0000498327562886,0.0822932189497374,5.126064765992311e-05,ok,ROW_VALID,0.02,0.05
4,tail_alpha_1_left_transport_current_reversible_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,0.05,0.49,0.51,16,7.967161354541414e-17,3.278071395717607e-16,5.551115123125783e-17,0.7071067811865476,1.4708316937104708,0.8830099630633212,NA,-1.7659659322467827,C_from_tilted_residual,0.5878757245270094,2.0408081129734846e-06,0.29392439750335897,5.47692253659647e-07,2.000091620568147,0.023514885316384238,2.692952029148543e-05,ok,ROW_VALID,0.02,0.05
5,tail_alpha_1_left_transport_current_reversible_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,0.05,0.49,0.51,32,4.642065896603328e-17,7.328180529492707e-16,1.1102230246251565e-16,0.7071067811865475,1.578993855469942,0.9736425594284117,NA,-1.9472210752776908,C_from_tilted_residual,0.605415339620663,2.0586304602099033e-06,0.3026916900713439,5.139688403390556e-07,2.000105584259573,0.024216436325367352,3.195947797518528e-05,ok,ROW_VALID,0.02,0.05
6,tail_alpha_1_left_transport_current_reversible_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,0.05,0.49,0.51,64,6.394047899202591e-17,9.180215933527486e-16,8.326672684688674e-17,0.7071067811865476,1.6675713641151129,1.0498374373689074,NA,-2.0996028659718258,C_from_tilted_residual,0.6178059355121945,2.0738670572446595e-06,0.30888499468247343,4.882162365195951e-07,2.0001163738862893,0.024712032145942975,3.5946147247667426e-05,ok,ROW_VALID,0.02,0.05
7,tail_alpha_1_left_transport_current_reversible_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,0.05,0.49,0.51,128,6.962324519802952e-17,1.0952058649818162e-15,3.608224830031759e-16,0.7071067811865476,1.7425569746559382,1.1155873726930028,NA,-2.2310962525855027,C_from_tilted_residual,0.6270480947634383,2.0845804516342983e-06,0.3135044512570906,4.6778902240573877e-07,2.000125013374132,0.025081694795664133,3.919224925708065e-05,ok,ROW_VALID,0.02,0.05
4,tail_alpha_0.5_left_transport_current_reversible_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,-0.05,0.49,0.51,16,5.892277445245106e-17,3.1387953503816146e-16,2.498001805406602e-16,0.7071067811865476,3.290813067248871,1.7780470260486982,NA,-3.5560273468977743,C_from_tilted_residual,1.5128327463997948,2.1235693346731725e-06,0.7563998250362691,7.208646785213374e-07,2.0000437550699526,0.060512595539669256,3.3096327256565417e-05,ok,ROW_VALID,0.02,-0.05
5,tail_alpha_0.5_left_transport_current_reversible_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,-0.05,0.49,0.51,32,9.258897757549616e-17,8.098173959636935e-16,2.7755575615628914e-17,0.7071067811865475,3.765378571568535,2.0555043743706447,NA,-4.110923547897319,C_from_tilted_residual,1.7099593980418604,2.147137362566152e-06,0.8549585408718974,7.135111003227896e-07,2.0000494951463055,0.06839745830959898,4.231629806561443e-05,ok,ROW_VALID,0.02,-0.05
6,tail_alpha_0.5_left_transport_current_reversible_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,-0.05,0.49,0.51,64,1.018112301751142e-16,1.1867101643113233e-15,1.942890293094024e-16,0.7071067811865476,4.194868280699712,2.308000782640713,NA,-4.6158994275778,C_from_tilted_residual,1.8869696357626253,2.1647995889451717e-06,0.9434594378585848,7.080587850106632e-07,2.000053802043224,0.075477680723254,5.076004545578883e-05,ok,ROW_VALID,0.02,-0.05
7,tail_alpha_0.5_left_transport_current_reversible_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,-0.05,0.49,0.51,128,9.168780489386101e-17,1.4213178497791264e-15,6.661338147750939e-16,0.7071067811865476,4.590064597465661,2.5412447833531235,NA,-5.082371770876826,C_from_tilted_residual,2.0489376099419587,2.1793504392518417e-06,1.0244395220230018,7.03829968316724e-07,2.0000571687197692,0.08195622623262411,5.856589595509831e-05,ok,ROW_VALID,0.02,-0.05
4,tail_alpha_1_left_transport_current_reversible_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,-0.05,0.49,0.51,16,4.147079558221035e-17,3.253736213606674e-16,2.220446049250313e-16,0.7071067811865476,1.497905304180922,0.9105807093140865,NA,-1.8211030507815744,C_from_tilted_residual,0.5873829627134342,2.049585416208453e-06,0.2936769211899781,5.291445981662209e-07,2.0000991577184886,0.023495160990838315,2.9120333477905547e-05,ok,ROW_VALID,0.02,-0.05
5,tail_alpha_1_left_transport_current_reversible_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,-0.05,0.49,0.51,32,8.423504344719061e-17,6.445552062205378e-16,5.551115123125783e-17,0.7071067811865475,1.6110657747490733,1.0063916747523267,NA,-2.012714645863197,C_from_tilted_residual,0.604742803638203,2.0670332696735777e-06,0.3023542549606184,4.944829033882394e-07,2.0001134223064616,0.02418952094736737,3.429371696617167e-05,ok,ROW_VALID,0.02,-0.05
6,tail_alpha_1_left_transport_current_reversible_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,-0.05,0.49,0.51,64,5.881957777048279e-17,7.35873340599487e-16,0.0,0.7071067811865476,1.7038085452999987,1.0869076942230702,NA,-2.1737385607629465,C_from_tilted_residual,0.6169776787601222,2.0812073120308887e-06,0.30846965925046543,4.6820166077949997e-07,2.000124356668609,0.0246788881748764,3.836025919135011e-05,ok,ROW_VALID,0.02,-0.05
7,tail_alpha_1_left_transport_current_reversible_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,-0.05,0.49,0.51,128,7.18675258834343e-17,1.3273198285825462e-15,2.498001805406602e-16,0.7071067811865476,1.7823643844536545,1.156362847858293,NA,-2.3126422973404317,C_from_tilted_residual,0.6260849349715158,2.092211659583071e-06,0.3130216426735666,4.47469382494439e-07,2.0001330566922686,0.025043155128608663,4.1649624382689154e-05,ok,ROW_VALID,0.02,-0.05
4,tail_alpha_0.5_left_transport_current_reversible_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,0.1,0.49,0.51,16,6.951227173269018e-17,4.4207122450651123e-16,2.7755575615628914e-17,0.7071067811865476,3.245088000907353,1.7247969586696894,NA,-3.449541433836556,C_from_tilted_residual,1.5203435257404863,2.0871723938998694e-06,0.7601587751731476,7.34207110395255e-07,2.000034171011425,0.06081317572859635,2.5975394191135592e-05,ok,ROW_VALID,0.02,0.1
5,tail_alpha_0.5_left_transport_current_reversible_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,0.1,0.49,0.51,32,8.878072420553836e-17,7.768681359437973e-16,3.608224830031759e-16,0.7071067811865475,3.7083454810010354,1.9891311339975664,NA,-3.9781941201377387,C_from_tilted_residual,1.7192824948608632,2.108049922796696e-06,0.8596243584822139,7.27684411977303e-07,2.000039293786992,0.0687705611439351,3.377789643543849e-05,ok,ROW_VALID,0.02,0.1
6,tail_alpha_0.5_left_transport_current_reversible_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,0.1,0.49,0.51,64,8.933935439668691e-17,1.1171691072976644e-15,1.942890293094024e-16,0.7071067811865476,4.127550454330641,2.2297074912125505,NA,-4.459332342624842,C_from_tilted_residual,1.8979256029183489,2.1243861787674813e-06,0.9489423028779753,7.227613869761738e-07,2.0000432030085222,0.07591612429571204,4.099716239824858e-05,ok,ROW_VALID,0.02,0.1
7,tail_alpha_0.5_left_transport_current_reversible_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,0.1,0.49,0.51,128,1.0874935430469498e-16,1.7320580640497501e-15,1.942890293094024e-16,0.7071067811865476,4.5132519856389495,2.4519594867720937,NA,-4.903822841987777,C_from_tilted_residual,2.0613886304232665,2.1371165749063164e-06,1.0306704557088042,7.18891226877372e-07,2.000046298994401,0.08245449487246803,4.771900565803122e-05,ok,ROW_VALID,0.02,0.1
4,tail_alpha_1_left_transport_current_reversible_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,0.1,0.49,0.51,16,8.577203015681374e-17,5.071394547802371e-16,5.551115123125783e-17,0.7071067811865476,1.4578292531672423,0.8697631457511181,NA,-1.7394744418106904,C_from_tilted_residual,0.58811795710767,2.036271331239917e-06,0.29404605074043744,5.567998954644381e-07,2.0000879305358126,0.02352458130027074,2.5855626795134867e-05,ok,ROW_VALID,0.02,0.1
5,tail_alpha_1_left_transport_current_reversible_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,0.1,0.49,0.51,32,6.998215350556797e-17,5.853068395999255e-16,2.7755575615628914e-16,0.7071067811865475,1.563581397533518,0.9578956582719212,NA,-1.9157295715618599,C_from_tilted_residual,0.6057474842435795,2.0537480704385645e-06,0.3028583379477312,5.235754704939859e-07,2.000101725276332,0.02422972893279185,3.0808348117083995e-05,ok,ROW_VALID,0.02,0.1
6,tail_alpha_1_left_transport_current_reversible_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,0.1,0.49,0.51,64,6.169752543021228e-17,8.528914841920748e-16,5.551115123125783e-17,0.7071067811865476,1.650150407150219,1.032003650980067,NA,-2.0639376806265863,C_from_tilted_residual,0.6182163775036997,2.068851807971298e-06,0.30909081347037515,4.98109038327414e-07,2.000112428326676,0.02472845660429679,3.4750562949437125e-05,ok,ROW_VALID,0.02,0.1
7,tail_alpha_1_left_transport_current_reversible_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,0.1,0.49,0.51,128,7.752340746063923e-17,1.2051822336341698e-15,2.220446049250313e-16,0.7071067811865476,1.7234144701636502,1.0959638816712154,NA,-2.191851710073843,C_from_tilted_residual,0.6275266417610226,2.080451963624864e-06,0.31374433573450045,4.778546242538204e-07,2.0001210230359465,0.025100843342325818,3.7970292021682894e-05,ok,ROW_VALID,0.02,0.1
4,tail_alpha_0.5_left_transport_current_reversible_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,-0.1,0.49,0.51,16,7.216513016439666e-17,3.8328693520964957e-16,5.551115123125783e-17,0.7071067811865476,3.3074631335223486,1.797381111907546,NA,-3.5946905054867737,C_from_tilted_residual,1.5101537399431209,2.1369525701782332e-06,0.7550590669296753,7.160979936096123e-07,2.0000471566865823,0.06040538308362298,3.560608377028984e-05,ok,ROW_VALID,0.02,-0.1
5,tail_alpha_0.5_left_transport_current_reversible_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,-0.1,0.49,0.51,32,7.485908000890307e-17,5.447535068799084e-16,5.551115123125783e-17,0.7071067811865475,3.7860830238581427,2.079520403757883,NA,-4.158949647540187,C_from_tilted_residual,1.7066537800758397,2.1609291251802986e-06,0.8533042400716728,7.084769134123419e-07,2.000053087668345,0.06826517155339229,4.5299932494025086e-05,ok,ROW_VALID,0.02,-0.1
6,tail_alpha_0.5_left_transport_current_reversible_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,-0.1,0.49,0.51,64,6.345799312870406e-17,9.443388126476589e-16,1.942890293094024e-16,0.7071067811865476,4.219255642722274,2.336263317438351,NA,-4.672417725393088,C_from_tilted_residual,1.8831012347675369,2.179059483667863e-06,0.941523542087197,7.028582077488409e-07,2.0000575137962273,0.07532287420207007,5.4150593142843206e-05,ok,ROW_VALID,0.02,-0.1
7,tail_alpha_0.5_left_transport_current_reversible_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,-0.1,0.49,0.51,128,8.156566068740843e-17,1.1749224772045715e-15,3.3306690738754696e-16,0.7071067811865476,4.617849541700702,2.5734198741983567,NA,-5.146714461617706,C_from_tilted_residual,2.0445549542813524,2.193809311562886e-06,1.0222463188164332,6.985176345435746e-07,2.000060960501729,0.08178084204644953,6.231664848588281e-05,ok,ROW_VALID,0.02,-0.1
4,tail_alpha_1_left_transport_current_reversible_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,-0.1,0.49,0.51,16,9.500140315619925e-17,8.687294122892299e-16,8.326672684688674e-17,0.7071067811865476,1.5119855047158457,0.9249133804919638,NA,-1.8497661654496218,C_from_tilted_residual,0.5871327197581877,2.053529828094544e-06,0.293551241727924,5.19714678820937e-07,2.000103001786542,0.023485144098185806,3.0236302339670118e-05,ok,ROW_VALID,0.02,-0.1
5,tail_alpha_1_left_transport_current_reversible_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,-0.1,0.49,0.51,32,5.3238481151855176e-17,5.649314002803667e-16,2.7755575615628914e-17,0.7071067811865475,1.6277369828759722,1.0234052124226487,NA,-2.0467393630181503,C_from_tilted_residual,0.6044028322804706,2.0715244006362517e-06,0.3021836787061416,4.846132220293154e-07,2.0001173950503857,0.02417591501122962,3.547486818744616e-05,ok,ROW_VALID,0.02,-0.1
6,tail_alpha_1_left_transport_current_reversible_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,-0.1,0.49,0.51,64,6.820673266501437e-17,7.759771646075632e-16,5.551115123125783e-17,0.7071067811865476,1.7226388355202107,1.1061576950905416,NA,-2.2122361345212695,C_from_tilted_residual,0.6165603960894828,2.084701028588206e-06,0.308260409716804,4.580925642657211e-07,2.000128387086461,0.024662189985798055,3.957665587472903e-05,ok,ROW_VALID,0.02,-0.1
7,tail_alpha_1_left_transport_current_reversible_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,-0.1,0.49,0.51,128,9.381243663730228e-17,1.4296778469407041e-15,3.608224830031759e-16,0.7071067811865476,1.8030453752267497,1.1775302904288554,NA,-2.3549747194087427,C_from_tilted_residual,0.6256009462468626,2.0961071457220047e-06,0.31277903140405905,4.3722660259670376e-07,2.0001371045832324,0.025023788989972706,4.288343874447875e-05,ok,ROW_VALID,0.02,-0.1
4,tail_alpha_0.5_left_transport_current_reversible_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,0.0,0.51,0.49,16,4.629544247115177e-17,5.454450674460522e-16,0.0,0.7071067811865476,3.274870653868568,1.7595069029854575,NA,-3.5189519832390777,C_from_tilted_residual,1.515425573614948,2.1113644255625407e-06,0.7576974611083087,7.254741796365175e-07,2.00004045334702,-0.060616359656335494,3.065139833058339e-05,ok,ROW_VALID,-0.02,0.0
5,tail_alpha_0.5_left_transport_current_reversible_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,0.0,0.51,0.49,32,6.368527043293859e-17,5.151600615742167e-16,2.498001805406602e-16,0.7071067811865475,3.745525518135186,2.03243683414855,NA,-4.064794295374383,C_from_tilted_residual,1.7131680569093533,2.1337295313510796e-06,0.8565643293129588,7.183929591685548e-07,2.000045995708772,-0.06852586559055396,3.939828343568763e-05,ok,ROW_VALID,-0.02,0.0
6,tail_alpha_0.5_left_transport_current_reversible_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,0.0,0.51,0.49,64,7.045366006766502e-17,8.168416858692444e-16,1.3877787807814457e-16,0.7071067811865476,4.17146076942341,2.2808240220977645,NA,-4.561552550242505,C_from_tilted_residual,1.8907322412786698,2.1514417969977805e-06,0.9453424041381497,7.131130631705681e-07,2.0000501754731013,-0.0756282544655007,4.743300237031178e-05,ok,ROW_VALID,-0.02,0.0
7,tail_alpha_0.5_left_transport_current_reversible_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,0.0,0.51,0.49,128,1.0192001539827393e-16,1.5242500717827531e-15,5.551115123125783e-17,0.7071067811865476,4.563376867103681,2.5102804137158374,NA,-5.020450395526539,C_from_tilted_residual,2.0532068852929797,2.1649300891489596e-06,1.02657600315339,7.089996298187371e-07,2.0000534582788134,-0.08212707428781296,5.487898619982445e-05,ok,ROW_VALID,-0.02,0.0
4,tail_alpha_1_left_transport_current_reversible_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,0.0,0.51,0.49,16,6.44842960906933e-17,5.149077369625821e-16,0.0,0.7071067811865476,1.4841888922714515,0.8966143804583512,NA,-1.7931725936445089,C_from_tilted_residual,0.5876306790852937,2.044734951211217e-06,0.29380133042246626,5.384719837523832e-07,2.000095364579598,-0.023505076641481937,2.8018240361138425e-05,ok,ROW_VALID,-0.02,0.0
5,tail_alpha_1_left_transport_current_reversible_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,0.0,0.51,0.49,32,6.670059898301455e-17,7.787178791370263e-16,1.1102230246251565e-16,0.7071067811865475,1.5948200490598794,0.9898060366730845,NA,-1.9795457094227231,C_from_tilted_residual,0.6050803763102408,2.062537013534486e-06,0.30252362723616755,5.042699360841291e-07,2.0001094851275196,-0.02420303085711145,3.31218379057141e-05,ok,ROW_VALID,-0.02,0.0
6,tail_alpha_1_left_transport_current_reversible_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,0.0,0.51,0.49,64,7.072120178970535e-17,5.818188466867662e-16,5.551115123125783e-17,0.7071067811865476,1.6854550962701251,1.0681365606719475,NA,-2.136198709473641,C_from_tilted_residual,0.6173929474684314,2.077192816479362e-06,0.30867789866639295,4.78245115766752e-07,2.00012035243147,-0.02469550577498414,3.715013564553615e-05,ok,ROW_VALID,-0.02,0.0
7,tail_alpha_1_left_transport_current_reversible_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,0.0,0.51,0.49,128,8.141285238318395e-17,1.366685183728314e-15,1.3877787807814457e-16,0.7071067811865476,1.762204299765195,1.135717819988454,NA,-2.271354698322459,C_from_tilted_residual,0.62656742143119,2.0884654074204625e-06,0.3132635012415508,4.57659909517203e-07,2.000129025398517,-0.025062461212449483,4.041894808848312e-05,ok,ROW_VALID,-0.02,0.0
4,tail_alpha_0.5_left_transport_current_reversible_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,0.05,0.51,0.49,16,7.430530311719936e-17,4.645591257300728e-16,5.551115123125783e-17,0.7071067811865476,3.2596306397879586,1.7417578019674134,NA,-3.4834585235331783,C_from_tilted_residual,1.517929918222194,2.09882329435578e-06,0.7589508205238404,7.299229238018879e-07,2.0000372582435495,-0.06071658311787265,2.827717451303613e-05,ok,ROW_VALID,-0.02,0.05
5,tail_alpha_0.5_left_transport_current_reversible_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,0.05,0.51,0.49,32,7.766432825158513e-17,7.275959045451018e-16,2.7755575615628914e-17,0.7071067811865475,3.72651675743995,2.010313700352996,NA,-4.020553715165859,C_from_tilted_residual,1.7162767426270875,2.1207152801088812e-06,0.8581200960017576,7.231188661082649e-07,2.000042593832428,-0.06865027271201651,3.6550623572217944e-05,ok,ROW_VALID,-0.02,0.05
6,tail_alpha_0.5_left_transport_current_reversible_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,0.05,0.51,0.49,64,6.459347031726405e-17,8.204470674890603e-16,2.220446049250313e-16,0.7071067811865476,4.149024308261313,2.254727876133948,NA,-4.509366760187094,C_from_tilted_residual,1.894385424208167,2.137437739829742e-06,0.9471706231366506,7.180147570604563e-07,2.00004664200281,-0.07577445008322459,4.4177934865885504e-05,ok,ROW_VALID,-0.02,0.05
7,tail_alpha_0.5_left_transport_current_reversible_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,0.05,0.51,0.49,128,7.123109027646206e-17,1.06303253433477e-15,2.498001805406602e-16,0.7071067811865476,4.537775981991157,2.480520586393943,NA,-4.96093796668146,C_from_tilted_residual,2.0573586017036405,2.1509773952192707e-06,1.0286536703494775,7.140216395915353e-07,2.000049833103369,-0.08229321894973629,5.126100468544337e-05,ok,ROW_VALID,-0.02,0.05
4,tail_alpha_1_left_transport_current_reversible_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,0.05,0.51,0.49,16,5.043958267623341e-17,3.739375465541515e-16,1.942890293094024e-16,0.7071067811865476,1.470831693710471,0.883009963063321,NA,-1.7659659319980927,C_from_tilted_residual,0.5878757247756994,2.040381304497284e-06,0.29392439750340893,5.476920081390811e-07,2.0000916214139086,-0.023514885316384126,2.6929768881522875e-05,ok,ROW_VALID,-0.02,0.05
5,tail_alpha_1_left_transport_current_reversible_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,0.05,0.51,0.49,32,8.202941761592716e-17,6.91972307162637e-16,2.7755575615628914e-17,0.7071067811865475,1.5789938554699416,0.9736425594284117,NA,-1.9472210749934733,C_from_tilted_residual,0.6054153399048801,2.0581683374923195e-06,0.30269169007114405,5.139693630055429e-07,2.0001055851998593,-0.02421643632536674,3.195976259195987e-05,ok,ROW_VALID,-0.02,0.05
6,tail_alpha_1_left_transport_current_reversible_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,0.05,0.51,0.49,64,7.663893860492825e-17,8.74414098934119e-16,2.220446049250313e-16,0.7071067811865476,1.6675713641151129,1.049837437368907,NA,-2.0996028655099725,C_from_tilted_residual,0.6178059359740473,2.0731410525608565e-06,0.3088849946826733,4.882152660607737e-07,2.000116375380221,-0.024712032145942697,3.594660870076538e-05,ok,ROW_VALID,-0.02,0.05
7,tail_alpha_1_left_transport_current_reversible_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,0.05,0.51,0.49,128,6.18897360083293e-17,1.0566433508326322e-15,4.163336342344337e-16,0.7071067811865476,1.7425569746559377,1.115587372693002,NA,-2.231096252390102,C_from_tilted_residual,0.6270480949588375,2.0842847690775757e-06,0.31350445125740145,4.6778841152596716e-07,2.000125013995423,-0.025081694795664355,3.919244403460809e-05,ok,ROW_VALID,-0.02,0.05
4,tail_alpha_0.5_left_transport_current_reversible_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,-0.05,0.51,0.49,16,6.105251328808182e-17,4.3308672635864247e-16,8.326672684688674e-17,0.7071067811865476,3.290813067248871,1.7780470260486982,NA,-3.5560273473241,C_from_tilted_residual,1.5128327459734692,2.123848205385939e-06,0.7563998250362247,7.208647665876791e-07,2.000043754506445,-0.060512595539670144,3.30959010197418e-05,ok,ROW_VALID,-0.02,-0.05
5,tail_alpha_0.5_left_transport_current_reversible_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,-0.05,0.51,0.49,32,1.0307074862177873e-16,8.867463740426124e-16,1.1102230246251565e-16,0.7071067811865475,3.765378571568534,2.0555043743706447,NA,-4.110923548181535,C_from_tilted_residual,1.7099593977576433,2.147300978267794e-06,0.8549585408721638,7.13510756201914e-07,2.0000494948132483,-0.06839745830960153,4.231601331561308e-05,ok,ROW_VALID,-0.02,-0.05
6,tail_alpha_0.5_left_transport_current_reversible_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,-0.05,0.51,0.49,64,8.218942945045583e-17,9.09145065101131e-16,2.7755575615628914e-17,0.7071067811865476,4.194868280699712,2.308000782640714,NA,-4.615899428501506,C_from_tilted_residual,1.8869696348389198,2.165270279360991e-06,0.9434594378583516,7.080591321540721e-07,2.000053801064656,-0.07547768072325645,5.075912221652601e-05,ok,ROW_VALID,-0.02,-0.05
7,tail_alpha_0.5_left_transport_current_reversible_signed,0.5,0.5,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,-0.05,0.51,0.49,128,8.786972034989378e-17,1.1451686053687642e-15,8.326672684688674e-16,0.7071067811865476,4.59006459746566,2.5412447833531244,NA,-5.082371770663663,C_from_tilted_residual,2.0489376101551215,2.1792550731347964e-06,1.0244395220230351,7.038298761991202e-07,2.000057168927782,-0.08195622623262744,5.856610905130566e-05,ok,ROW_VALID,-0.02,-0.05
4,tail_alpha_1_left_transport_current_reversible_signed,1.0,1.0,tail,exclusion,left_transport_current,transport_non_coboundary,two_terminal_symmetric,0.5,reversible_side,-0.05,0.51,0.49,16,6.589879845940274e-17,3.7109862874144456e-16,1.942890293094024e-16,0.7071067811865476,1.4979053041809223,0.9105807093140867,NA,-1.8211030506749935,C_from_tilted_residual,0.5873829628200156,2.049366162660415e-06,0.2936769211899226,5.291449006000111e-07,2.0000991580817873,-0.02349516099083826,2.9120440170338213e-05,ok,ROW_VALID,-0.02,-0.05
