q_overflow,mass_over_mp,accessible_fraction,inaccessible_area_proxy,classicality_proxy
0.9550000000000001,0.6350300031905518,0.04499999999999993,0.9120250000000001,0.9993218892938865
0.9575,0.6352016737274553,0.04249999999999998,0.91680625,0.9993473372339566
0.96,0.6353635486687682,0.040000000000000036,0.9216,0.9993718929850235
0.9625,0.6355156255181786,0.03749999999999998,0.9264062500000001,0.9993955852962404
0.965,0.6356579019304732,0.03500000000000003,0.931225,0.9994184420878542
0.9675,0.6357903757115739,0.03249999999999997,0.93605625,0.9994404904715151
0.97,0.6359130448185711,0.030000000000000027,0.9409,0.9994617567702168
0.9725,0.6360259073597554,0.02749999999999997,0.9457562500000001,0.9994822665378676
0.975,0.6361289615946467,0.025000000000000022,0.9506249999999999,0.9995020445784967
0.9775,0.6362222059340213,0.022499999999999964,0.9555062500000001,0.9995211149650963
0.98,0.6363056389399363,0.020000000000000018,0.9603999999999999,0.999539501058104
0.9825,0.6363792593257511,0.01749999999999996,0.96530625,0.9995572255235273
0.985,0.6364430659561487,0.015000000000000013,0.970225,0.9995743103507142
0.9875,0.6364970578471518,0.012499999999999956,0.9751562500000001,0.9995907768697718
0.99,0.6365412341661386,0.010000000000000009,0.9801,0.9996066457686369
0.9925,0.6365755942318556,0.007499999999999951,0.9850562500000001,0.9996219371098026
0.995,0.6366001375144281,0.0050000000000000044,0.990025,0.9996366703467027
0.9975,0.6366148636353683,0.0024999999999999467,0.9950062500000001,0.9996508643397596
1.0,0.6366197723675814,0.0,1.0,0.9996645373720975
